Account,User Name,Followers at Posting,Created,Type,Likes,Retweets,URL,Message,Screen Name,Link 1,Final Link 1,Link 2,Final Link 2,Score
Mette Bock,mettebock,4179,2019-05-01 22:40:42 EET,Tweet,16,0,https://twitter.com/mettebock/status/1123688719888867328,"@Uffe_Tang @LiberalAlliance @SimonEmilAmmitz I disse tider er det vel ikke helt ringe, at man kan diskutere uden at folk kommer op at slås .....",mettebock,,,,,-1.1875
Mette Bock,mettebock,4179,2019-05-01 21:45:40 EET,Tweet,33,9,https://twitter.com/mettebock/status/1123674871727296512,"RT @LiberalAlliance: ""Er det @mettebock?! I Fælledparken?!"" Mette Frederiksen blev overrasket over at se vores spidskandidat til #ep19dk t…",mettebock,,,,,2.210526315789474
Mette Bock,mettebock,4179,2019-05-01 16:13:21 EET,Photo,8,2,https://twitter.com/mettebock/status/1123591240984014849,Debut i Fælledparken på fællesscenen - herlig og saglig EU-debat med Jeppe Kofoed. Tilhørerne kom ikke op at slås med mig - men med hinanden. #dkpol https://t.co/r16JHBMIvT,mettebock,https://t.co/r16JHBMIvT,https://twitter.com/mettebock/status/1123591240984014849/photo/1,,,-1.2
Mette Bock,mettebock,4179,2019-05-01 08:07:26 EET,Tweet,21,4,https://twitter.com/mettebock/status/1123468953735639040,"Ser frem til at stå på hovedscenen i Fælledparken kl 15 i debat med Jeppe Kofoed. LA kæmper for flere arbejdspladser og økonomisk vækst, så vi kan sikre velfærden. Har S glemt klassiske mærkesager? #dkpol",mettebock,,,,,1.1904761904761905
Mette Bock,mettebock,4175,2019-04-29 21:38:15 EET,Link,1,1,https://twitter.com/mettebock/status/1122948228553609218,E-sport - nu skal der lægges en strategi og et panel af involverede og erfarne skal komme med anbefalinger! https://www.facebook.com/322208227876754/posts/2060722044025355?s=696513090&v=e&sfns=mo Og denne her: https://www.facebook.com/322208227876754/posts/2060741250690101?s=696513090&v=e&sfns=mo,mettebock,https://www.facebook.com/322208227876754/posts/2060741250690101?s=696513090&v=e&sfns=mo,https://www.facebook.com/322208227876754/posts/2060741250690101?s=696513090&v=e&sfns=mo,https://www.facebook.com/322208227876754/posts/2060722044025355?s=696513090&v=e&sfns=mo,https://www.facebook.com/322208227876754/posts/2060722044025355?s=696513090&v=e&sfns=mo,-5.5
Mette Bock,mettebock,4175,2019-04-29 19:57:37 EET,Photo,14,1,https://twitter.com/mettebock/status/1122922904348442626,Hjertelig tillykke til prinsesse Benedikte! En kvinde - og prinsesse - af tiden 🇩🇰🇩🇰🇩🇰 https://t.co/Jlmkr3tmYR,mettebock,https://t.co/Jlmkr3tmYR,https://twitter.com/mettebock/status/1122922904348442626/photo/1,,,1.1538461538461537
Mette Bock,mettebock,4167,2019-04-27 19:26:35 EET,Photo,25,2,https://twitter.com/mettebock/status/1122190315824263173,E-sport: I dag præsenterede jeg regeringens e-sport strategi og prøvede selv at spille. Det er aldrig for sent at lære nyt! https://t.co/tdRE1KgBBE,mettebock,https://t.co/tdRE1KgBBE,https://twitter.com/mettebock/status/1122190315824263173/photo/1,,,2.076923076923077
Mette Bock,mettebock,4167,2019-04-27 17:07:08 EET,Link,710,62,https://twitter.com/mettebock/status/1122155221738754048,RT @larsloekke: Glæder mig til at besøge @astralisgg på tirsdag. https://twitter.com/kulturmin/status/1122027671347658757,mettebock,https://twitter.com/kulturmin/status/1122027671347658757,https://twitter.com/kulturmin/status/1122027671347658757,,,70.18181818181819
Mette Bock,mettebock,4163,2019-04-26 09:28:43 EET,Photo,20,5,https://twitter.com/mettebock/status/1121677471286317061,Så er vi i gang! #dkpol https://t.co/kL8iSCf3lj,mettebock,https://t.co/kL8iSCf3lj,https://twitter.com/mettebock/status/1121677471286317061/photo/1,,,1.9230769230769231
Mette Bock,mettebock,4159,2019-04-25 23:56:05 EET,Link,7,3,https://twitter.com/mettebock/status/1121533364048146439,"Nej, Pernille Weis. Alle er IKKE velkomne og det har jeg heller ikke hørt K sige før. . »Alle er velkomne«... https://www.berlingske.dk/danmark/k-spidskandidat-vil-styrke-eus-samarbejde-med-afrika-10-mio.-migranter",mettebock,https://www.berlingske.dk/danmark/k-spidskandidat-vil-styrke-eus-samarbejde-med-afrika-10-mio.-migranter,https://www.berlingske.dk/danmark/k-spidskandidat-vil-styrke-eus-samarbejde-med-afrika-10-mio.-migranter,,,-1.1
Mette Bock,mettebock,4159,2019-04-25 20:17:06 EET,Tweet,27,2,https://twitter.com/mettebock/status/1121478255838748673,TV-debat om EP-valget! Se med i aften kl 21.40 på DR1 - jeg glæder mig til at deltage i debatten.,mettebock,,,,,1.3181818181818181
Mette Bock,mettebock,4152,2019-04-21 18:44:16 EET,Tweet,18,1,https://twitter.com/mettebock/status/1120005340769202178,"Det er en tragedie hver gang terroren rammer. For det enkelte menneske. For familien. For det land, der rammes. Og for både menneske- og menneskeligheden. Livet er en gave, der ikke må angribes af nogen eller noget. #dkpol",mettebock,,,,,-1.1578947368421053
Mette Bock,mettebock,4152,2019-04-21 08:56:42 EET,Photo,26,2,https://twitter.com/mettebock/status/1119857474012700672,Påskeblomst! Men er det sandt? Har vi noget at betyde? Er vor prædiken ej tant? Kan de døde graven bryde? Stod han op som ordet går? Mon hans ord igen opstår? Springer klart af gule lagen Livet frem af påskedagen? Glædelig påske - det skal nok gå altsammen! https://t.co/Qu3cSLBVN9,mettebock,https://t.co/Qu3cSLBVN9,https://twitter.com/mettebock/status/1119857474012700672/photo/1,,,2.1538461538461537
Mette Bock,mettebock,4151,2019-04-19 21:17:19 EET,Photo,3,1,https://twitter.com/mettebock/status/1119319080501116928,"På vej til Deadline for at diskutere Brexit med Schaldemose, Vistisen og Kari 😍#dkpol https://t.co/SNGiUKixt2",mettebock,https://t.co/SNGiUKixt2,https://twitter.com/mettebock/status/1119319080501116928/photo/1,,,-3.25
Mette Bock,mettebock,4147,2019-04-18 07:37:28 EET,Link,5,1,https://twitter.com/mettebock/status/1118750370531106817,Ja til EUs kerneværdier - nej til fælles #dkpol https://www.jv.dk/debat/Bocks-budskab-er-klart-Ja-til-EUs-kernevaerdier-og-nej-til-faelles-skatter/artikel/2707745,mettebock,https://www.jv.dk/debat/Bocks-budskab-er-klart-Ja-til-EUs-kernevaerdier-og-nej-til-faelles-skatter/artikel/2707745,https://www.jv.dk/debat/Bocks-budskab-er-klart-Ja-til-EUs-kernevaerdier-og-nej-til-faelles-skatter/artikel/2707745,,,-2.0
Mette Bock,mettebock,4130,2019-04-15 20:10:23 EET,Link,16,2,https://twitter.com/mettebock/status/1117852685481533443,Notre Dame i flammer - en ubegribelig katastrofe for fransk og europæisk kulturarv! Se video: Notre Dames spir er faldet https://jp.dk/d?id=11324137,mettebock,https://jp.dk/d?id=11324137,https://jyllands-posten.dk/international/europa/ECE11324137/notre-dame-staar-i-flammer/,,,1.5
Mette Bock,mettebock,4130,2019-04-15 14:11:55 EET,Tweet,11,1,https://twitter.com/mettebock/status/1117762473036275712,@aahlers @BobbyMilk83 Vi kan true os til meget 💃🏿🕺,mettebock,,,,,-1.9166666666666667
Mette Bock,mettebock,4130,2019-04-15 13:48:58 EET,Tweet,44,1,https://twitter.com/mettebock/status/1117756699312574466,@aahlers Og jeg stiller naturligvis op i respekt for folkestyrets basale problemer 😍,mettebock,,,,,1.9565217391304348
