Account,User Name,Followers at Posting,Created,Type,Likes,Retweets,URL,Message,Screen Name,Link 1,Final Link 1,Link 2,Final Link 2,Score
Karina Adsbøl,AdsbolAdsbl,2025,2019-05-02 10:02:04 EET,Tweet,29,14,https://twitter.com/AdsbolAdsbl/status/1123860189273296898,"RT @SusieJessen: I dag klokken 10.15 er justitsministeren kaldt i samråd af @DanskDf1995 og @Kristianthdahl for at svare på, hvordan vi s…",AdsbolAdsbl,,,,,6.142857142857143
Karina Adsbøl,AdsbolAdsbl,2025,2019-05-02 09:54:37 EET,Tweet,0,0,https://twitter.com/AdsbolAdsbl/status/1123858314348118016,@PerClausen3 @dkpolparrot Hej Per. Længe siden🙃,AdsbolAdsbl,,,,,-14.0
Karina Adsbøl,AdsbolAdsbl,2025,2019-05-02 09:48:30 EET,Link,6,3,https://twitter.com/AdsbolAdsbl/status/1123856776229683202,"Krænkelseskulturen vil åbenbart ingen ende tage, hold nu op. http://nyheder.tv2.dk/samfund/2019-05-02-elever-hetzet-for-udklaedning-til-gymnasiefest-bedt-om-at-vaske-sig #dkpol",AdsbolAdsbl,http://nyheder.tv2.dk/samfund/2019-05-02-elever-hetzet-for-udklaedning-til-gymnasiefest-bedt-om-at-vaske-sig,http://nyheder.tv2.dk/samfund/2019-05-02-elever-hetzet-for-udklaedning-til-gymnasiefest-bedt-om-at-vaske-sig,,,1.2857142857142858
Karina Adsbøl,AdsbolAdsbl,2018,2019-04-30 16:09:09 EET,Tweet,0,0,https://twitter.com/AdsbolAdsbl/status/1123227793440026624,@TomFraenkel @DitOverblik 😄😄👍🏻,AdsbolAdsbl,,,,,-22.0
Karina Adsbøl,AdsbolAdsbl,2018,2019-04-30 16:04:36 EET,Tweet,0,0,https://twitter.com/AdsbolAdsbl/status/1123226648957079552,"@TomFraenkel @DitOverblik Følger op på en politisk aftale, vedr. Patienterstatninger som jeg har kæmpet for i flere år, så følg dog med😄",AdsbolAdsbl,,,,,-22.0
Karina Adsbøl,AdsbolAdsbl,2018,2019-04-30 15:51:42 EET,Tweet,0,0,https://twitter.com/AdsbolAdsbl/status/1123223401382981632,@UNITEUNITEUNITE @dkpolparrot @DitOverblik ?,AdsbolAdsbl,,,,,-22.0
Karina Adsbøl,AdsbolAdsbl,2018,2019-04-30 15:38:58 EET,Link,8,3,https://twitter.com/AdsbolAdsbl/status/1123220197069008896,Fuldstændig uacceptabelt: Sundhedsministeren er nu indkaldt i samråd. Folketinget kan ikke få svar fra regioner om patienterstatninger – DF-ordfører: Det er under al kritik https://ditoverblik.dk/folketinget-kan-ikke-faa-svar-fra-regioner-om-patienterstatninger-df- ordfoerer-under-al-kritik/ via @Ditoverblik.dk #sundpol #handicap #dkpol,AdsbolAdsbl,https://ditoverblik.dk/folketinget-kan-ikke-faa-svar-fra-regioner-om-patienterstatninger-df-,https://ditoverblik.dk/folketinget-kan-ikke-faa-svar-fra-regioner-om-patienterstatninger-df-ordfoerer-under-al-kritik/,,,-1.1818181818181819
Karina Adsbøl,AdsbolAdsbl,2017,2019-04-29 20:52:49 EET,Tweet,1,1,https://twitter.com/AdsbolAdsbl/status/1122936794708946944,"@YildizAkdogan Stort tillykke, samme dag som prinsessen 🇩🇰🇩🇰",AdsbolAdsbl,,,,,-5.5
Karina Adsbøl,AdsbolAdsbl,2017,2019-04-29 20:34:58 EET,Tweet,1,0,https://twitter.com/AdsbolAdsbl/status/1122932303166971905,@Pia_Kjaersgaard Flot🇩🇰🇩🇰,AdsbolAdsbl,,,,,-11.0
Karina Adsbøl,AdsbolAdsbl,2017,2019-04-29 19:38:48 EET,Link,14,4,https://twitter.com/AdsbolAdsbl/status/1122918167309967360,"Et rigtig godt besøg, og fantastisk med den røde tråd fra start til slut ud på arbejdsmarkedet https://twitter.com/kareniwknudsen/status/1122897075778281472",AdsbolAdsbl,https://twitter.com/kareniwknudsen/status/1122897075778281472,https://twitter.com/kareniwknudsen/status/1122897075778281472,,,1.3846153846153846
Karina Adsbøl,AdsbolAdsbl,2009,2019-04-25 16:14:22 EET,Tweet,2,0,https://twitter.com/AdsbolAdsbl/status/1121417169768734721,@RasmusKNorgaard @DanskDf1995 @SFpolitik @LOBPA_DK @DUOStweet Selv tak.,AdsbolAdsbl,,,,,-5.5
Karina Adsbøl,AdsbolAdsbl,2009,2019-04-24 07:52:49 EET,Tweet,10,0,https://twitter.com/AdsbolAdsbl/status/1120928561425190912,"@LylloffMonica @MogensMW @MiaKristinah @JensAnton Super initiativ, sender jer en hilsen. I ved hvor jeg er",AdsbolAdsbl,,,,,-1.1
