Account,User Name,Followers at Posting,Created,Type,Likes,Retweets,URL,Message,Screen Name,Link 1,Final Link 1,Link 2,Final Link 2,Score
Lotte Rod,LotteRod,10341,2019-04-29 11:44:11 EET,Tweet,8,2,https://twitter.com/LotteRod/status/1122798726068748288,"Line Togsverd, ph.d. og lektor, @VIAuniversity: Det vigtigste vi kan gøre ved praktikken er at få bedre normeringer i vores institutioner 💪🏼#bhvchat",LotteRod,,,,,-1.9
Lotte Rod,LotteRod,10341,2019-04-29 11:17:12 EET,Tweet,3,0,https://twitter.com/LotteRod/status/1122791933892493312,"@UFM_MIN @aahlers Dejligt, du er med på de ting, som kræver penge på bordet 👊 Men hvor blev formålet af? Jeg synes, det hele skal starte med det gode børneliv med leg og medbestemmelse #bhvchat",LotteRod,,,,,-6.333333333333333
Lotte Rod,LotteRod,10341,2019-04-29 10:58:36 EET,Tweet,5,2,https://twitter.com/LotteRod/status/1122787255016460288,"Sissel Sørensen, pædagogstuderende og faglig sekretær i PLS: Vi skal have bedre tid til at fordybe os i længere forløb i stedet for at jabbe fra et kort modul til det næste #bhvchat",LotteRod,,,,,-2.7142857142857144
Lotte Rod,LotteRod,10341,2019-04-29 10:31:05 EET,Tweet,6,1,https://twitter.com/LotteRod/status/1122780330925219840,".@mhaarder: Pædagoguddannelsen er den vigtigste uddannelse. Og største. Hvis man går ind i en almindelig skoleklasse med 24 elever, bliver to af dem pædagoger #bhvchat",LotteRod,,,,,-2.7142857142857144
Lotte Rod,LotteRod,10341,2019-04-29 10:17:26 EET,Tweet,0,0,https://twitter.com/LotteRod/status/1122776896213794818,"@njpasgaard @aahlers Hvis den lykkes med at udfordre, bliver den jo også brugt 😊",LotteRod,,,,,-38.0
Lotte Rod,LotteRod,10341,2019-04-29 10:13:21 EET,Tweet,3,1,https://twitter.com/LotteRod/status/1122775865400729600,"Irene Bendtsen, leder af Børnehuset Valhalla i Ballerup: vi skal have mere musik, drama og natur på pædagoguddannelsen. Enig!! #bhvchat",LotteRod,,,,,-4.75
Lotte Rod,LotteRod,10341,2019-04-29 09:46:50 EET,Tweet,8,1,https://twitter.com/LotteRod/status/1122769195094159360,".@aahlers: Det er vigtigt, at den pædagogiske forskning er tæt på praksis, så pædagogerne kan bruge den. Vil gerne høre, hvis der er noget, der skal laves om #bhvchat",LotteRod,,,,,-2.111111111111111
Lotte Rod,LotteRod,10341,2019-04-29 09:34:15 EET,Photo,6,1,https://twitter.com/LotteRod/status/1122766028554014720,Tweeter de næste par timer om pædagoguddannelsen. @jacobmark_sf byder velkommen. #bhvchat https://t.co/ICJlkyHYVi,LotteRod,https://t.co/ICJlkyHYVi,https://twitter.com/LotteRod/status/1122766028554014720/photo/1,,,-2.7142857142857144
Lotte Rod,LotteRod,10335,2019-04-25 16:01:52 EET,Tweet,26,7,https://twitter.com/LotteRod/status/1121414022971236355,RT @sofiecn: Mange fine ting her i tråd med @radikale prioriteter. Vi skal have uddannelse i hele landet! Det kræver stop for de massive ne…,LotteRod,,,,,1.5714285714285714
Lotte Rod,LotteRod,10335,2019-04-25 16:01:23 EET,Tweet,3,0,https://twitter.com/LotteRod/status/1121413902766694400,"@BUPLFormand @bupldk @jacobmark_sf @AnniMatthiesen @lauralindahl @AneHalsboe @BendixenPebe @PSkipperEL Jeg kan godt lide, du liiige husker normeringen på en lap. Den kan vi vist godt 😉👶 #bhvchat",LotteRod,,,,,-7.0
Lotte Rod,LotteRod,10326,2019-04-12 14:39:00 EET,Tweet,1,0,https://twitter.com/LotteRod/status/1116682126487846912,"@Michael16514732 @dr2deadline Kan du ikke blive gal over, at uligheden i sundhed er så stor?",LotteRod,,,,,-21.0
Lotte Rod,LotteRod,10326,2019-04-12 12:10:46 EET,Tweet,18,4,https://twitter.com/LotteRod/status/1116644823652536322,"RT @AvonOettingen: Omsorg er også maskulin! Vi har brug for mænd indenfor sygeplejen, sociale område og pædagogik. God påske! ⁦@UCDenmark⁩…",LotteRod,,,,,1.0476190476190477
Lotte Rod,LotteRod,10326,2019-04-11 23:41:38 EET,Tweet,0,0,https://twitter.com/LotteRod/status/1116456298600648704,"@themsimonsen @larsloekke Hvornår vil du mene, vi har gode normeringer?",LotteRod,,,,,-42.0
Lotte Rod,LotteRod,10326,2019-04-11 22:28:30 EET,Tweet,15,1,https://twitter.com/LotteRod/status/1116437890974797825,"På vej i @dr2deadline med Venstre, som gerne vil lave flotte mål om, at unge ikke skal begynde at ryge .... men ikke vil gøre det, der skal til for at gøre det til virkelighed 🙄 #dksund",LotteRod,,,,,-1.3125
Lotte Rod,LotteRod,10326,2019-04-11 21:41:35 EET,Link,7,1,https://twitter.com/LotteRod/status/1116426084214562818,Regeringen kan få et 8-tal for 12+ 😉 Hvorfor har de brugt måneder på at komme frem til et plus uden at kigge på midten? https://twitter.com/politiken/status/1116423233182498818,LotteRod,https://twitter.com/politiken/status/1116423233182498818,https://twitter.com/politiken/status/1116423233182498818,,,-1.875
Lotte Rod,LotteRod,10318,2019-04-09 13:38:16 EET,Tweet,42,10,https://twitter.com/LotteRod/status/1115579680600526854,"Hej @larsloekke, hånden på hjertet: tror du selv på, at der kommer gode normeringer i vores vuggestuer og børnehaver, uden at Christiansborg finder de 2 mia kroner om året, der skal til? #bhvchat #ftlive",LotteRod,,,,,2.4761904761904763
Lotte Rod,LotteRod,10318,2019-04-09 13:35:06 EET,Tweet,1,0,https://twitter.com/LotteRod/status/1115578881115865088,"@signeni42540668 @Juliekyn @FOA_dk @bupldk @FOLA_DK @omsorgnu Lad os vise ham, han tager helt fejl. Børnene går ikke væk 👊 #bhvchat",LotteRod,,,,,-21.0
Lotte Rod,LotteRod,10318,2019-04-09 07:03:03 EET,Tweet,51,10,https://twitter.com/LotteRod/status/1115480217051643904,"RT @oestergaard: Det handler om mennesker. Flere af dem. Så alle børn får en god opvækst, opmærksomhed og omsorg. Hvad er egentlig vigtiger…",LotteRod,,,,,2.9047619047619047
Lotte Rod,LotteRod,10316,2019-04-08 22:32:01 EET,Link,13,3,https://twitter.com/LotteRod/status/1115351612409753600,"Ikke nok med mere snak. Der skal penge på bordet, så alle børn får en god hverdag med voksne nok #bhvchat https://twitter.com/buplformand/status/1115339660077817856",LotteRod,https://twitter.com/buplformand/status/1115339660077817856,https://twitter.com/buplformand/status/1115339660077817856,,,1.0666666666666667
Lotte Rod,LotteRod,10314,2019-04-06 14:59:57 EET,Tweet,48,10,https://twitter.com/LotteRod/status/1114513069240197121,RT @BittenK: Flere pædagoger NU! Det er i den grad børnenes dag i Vejle i dag sammen med @LotteRod. Det skal også være børnenes dag i fremt…,LotteRod,,,,,2.761904761904762
Lotte Rod,LotteRod,10316,2019-04-05 13:21:05 EET,Link,31,4,https://twitter.com/LotteRod/status/1114125801887236097,"Hej @Spolitik og @venstredk, skal vi ikke hjælpe de her børn? https://twitter.com/danskrodekors/status/1114071683265126400",LotteRod,https://twitter.com/danskrodekors/status/1114071683265126400,https://twitter.com/danskrodekors/status/1114071683265126400,,,2.3333333333333335
