Account	User Name	Followers at Posting	Created	Type	Likes	Retweets	URL	Message	Screen Name	Link 1	Final Link 1	Link 2	Final Link 2	Score
Lise Bech	LiseBech	1452	2019-04-28 00:20:13 EET	Tweet	2	0	https://twitter.com/LiseBech/status/1122264213681049603	@MFVMin @JakobEllemann @MariaGjerding @naturstyrelsen @DanmarksNatur @DRNyheder Old news! Det så jeg for fire år siden på et landbrug på Falster 👍	LiseBech					-4
Lise Bech	LiseBech	1448	2019-04-25 21:32:03 EET	Link	6	2	https://twitter.com/LiseBech/status/1121497117879619585	"For et par uger siden skrev jeg nedenstående (som jeg stadig står ved) og i denne uge kører en lignende debat. Skal vore politikere have erhvervserfaring? Stemmer du på mig, får du en politiker der har mange års... https://www.facebook.com/Lise.Bech.DF/posts/2435493779805963"	LiseBech	https://www.facebook.com/Lise.Bech.DF/posts/2435493779805963	https://www.facebook.com/Lise.Bech.DF/posts/2435493779805963			-1.125
Lise Bech	LiseBech	1448	2019-04-25 14:24:12 EET	Link	3	1	https://twitter.com/LiseBech/status/1121389444790214656	🇩🇰💪 https://twitter.com/spisekammeret/status/1121375849280942080	LiseBech	https://twitter.com/spisekammeret/status/1121375849280942080	https://twitter.com/spisekammeret/status/1121375849280942080			-2.25
Lise Bech	LiseBech	1448	2019-04-25 14:23:44 EET	Tweet	2	0	https://twitter.com/LiseBech/status/1121389326791790593	@loneludvig @HoghSorensen @BroennumKom @JakobSClausen @PaigeZanco @ErikKirkegaard @BulgariaDK @FreeDanmark @Pia_Kjaersgaard @DanskDf1995 😳	LiseBech					-4
Lise Bech	LiseBech	1448	2019-04-25 09:35:31 EET	Link	10	4	https://twitter.com/LiseBech/status/1121316793304453120	"Det vigtigste er, at vi muslimer og ikke-muslimer tager ansvar og modarbejder islamisterne. Vi skal sætte foden ned, danne fælles front og sige NEJ til islamismen og JA... https://www.berlingske.dk/kommentatorer/balladen-paa-noerrebro-minder-mig-om-hvordan-islamisterne-oedelagde"	LiseBech	https://www.berlingske.dk/kommentatorer/balladen-paa-noerrebro-minder-mig-om-hvordan-islamisterne-oedelagde	https://www.berlingske.dk/kommentatorer/balladen-paa-noerrebro-minder-mig-om-hvordan-islamisterne-oedelagde			1.555555556
Lise Bech	LiseBech	1445	2019-04-24 21:39:03 EET	Tweet	1	1	https://twitter.com/LiseBech/status/1121136487679045633	Mindehøjtidelighed for terrorofrene. 🕯 Min dybeste medfølelse til de efterladte 😢 . #dkpol #SammenForSriLanka #SriLanka	LiseBech					-4
Lise Bech	LiseBech	1445	2019-04-24 16:02:19 EET	Link	10	2	https://twitter.com/LiseBech/status/1121051748288823296	"Hvor er det smart. Nu har man sørget for at danske buræg bliver udfaset, så vi i stedet kan få udenlandske æg. Hvor klimavenligt er det, med lang transportvej? Nej. køb dansk også selv om lidt dyrere. https://www.jv.dk/artikel/2705499"	LiseBech	https://www.jv.dk/artikel/2705499	https://www.jv.dk/regionalt/Danske-buraeg-blev-droppet-af-supermarkeder-Nu-er-de-skiftet-ud-med-aeg-fra-udlandet/artikel/2705499			1.333333333
Lise Bech	LiseBech	1444	2019-04-23 21:47:09 EET	Link	12	3	https://twitter.com/LiseBech/status/1120776139591565312	På torsdag får Søren Espersen besøg af Le Pen på Christiansborg. Måske skal jeg lige slå vejen forbi Sørens kontor og hilse på hende 😀 https://www.dr.dk/nyheder/politik/le-pen-besoger-df-profil-pa-christiansborg#_=_ https://www.dr.dk/nyheder/politik/le-pen-besoger-df-profil-pa-christiansborg#_=_	LiseBech	https://www.dr.dk/nyheder/politik/le-pen-besoger-df-profil-pa-christiansborg#_=_	https://www.dr.dk/nyheder/politik/le-pen-besoger-df-profil-pa-christiansborg#_=_			1.666666667
Lise Bech	LiseBech	1444	2019-04-23 18:54:13 EET	Link	16	4	https://twitter.com/LiseBech/status/1120732618155184128	"Uffe Elbæks forslag om at ændre Grundloven er ude i hampen. Det er jo ikke alle udlændinge, der bor i Danmark, der kan gebærde sig i et demokrati. Det bliver vi mindet om igen og igen. Senest forleden på Nørrebro! https://www.tv2lorry.dk/artikel/alternativet-vil-aendre-grundloven-give-udlaendinge-stemmeret"	LiseBech	https://www.tv2lorry.dk/artikel/alternativet-vil-aendre-grundloven-give-udlaendinge-stemmeret	https://www.tv2lorry.dk/artikel/alternativet-vil-aendre-grundloven-give-udlaendinge-stemmeret			2.222222222
Lise Bech	LiseBech	1444	2019-04-23 12:53:25 EET	Link	3	1	https://twitter.com/LiseBech/status/1120641819740725248	For at mindes terrorofrene i Sri Lanka holder Folketinget et minuts stilhed i Folketingssalen i dag tirsdag den 23. april kl. 13.00. https://www.facebook.com/story.php?story_fbid=2431332096888798&id=665462313475794	LiseBech	https://www.facebook.com/story.php?story_fbid=2431332096888798&id=665462313475794	https://www.facebook.com/story.php?story_fbid=2431332096888798&id=665462313475794			-2.25
