Account,User Name,Followers at Posting,Created,Type,Likes,Retweets,URL,Message,Screen Name,Link 1,Final Link 1,Link 2,Final Link 2,Score
Pernille Skipper,PSkipperEL,62627,2019-05-01 20:51:42 EET,Native Video,168,33,https://twitter.com/PSkipperEL/status/1123661287131701250,"Tænk engang, hvis der var et rask menneske, der gik på pension... #dkpol https://t.co/GXAUA8cnfS",PSkipperEL,https://t.co/GXAUA8cnfS,https://twitter.com/PSkipperEL/status/1123661287131701250/video/1,,,1.3862068965517242
Pernille Skipper,PSkipperEL,62627,2019-05-01 14:06:47 EET,Link,44,5,https://twitter.com/PSkipperEL/status/1123559388655050752,1.maj handler om tryghed hele livet. Vi bruger dagen på at tale om en rød pensionsaftale #dkpol https://www.dr.dk/nyheder/politik/enhedslisten-til-mette-frederiksen-1-maj-drop-forlig-og-lav-pensionsaftale-med-os,PSkipperEL,https://www.dr.dk/nyheder/politik/enhedslisten-til-mette-frederiksen-1-maj-drop-forlig-og-lav-pensionsaftale-med-os,https://www.dr.dk/nyheder/politik/enhedslisten-til-mette-frederiksen-1-maj-drop-forlig-og-lav-pensionsaftale-med-os,,,-3.061224489795918
Pernille Skipper,PSkipperEL,62627,2019-05-01 11:22:33 EET,Photo,28,2,https://twitter.com/PSkipperEL/status/1123518059472408576,RT @RikkeGjolManso: En lille arbejdshest lytter til @PSkipperEL’s 1. maj-tale hos 3F i Kastrup 🐴🦸🏼‍♂️ #dkpol https://t.co/hsSEsQ1Yeu,PSkipperEL,https://t.co/hsSEsQ1Yeu,https://twitter.com/RikkeGjolManso/status/1123515589153239041/photo/1,,,-4.5
Pernille Skipper,PSkipperEL,62568,2019-04-29 23:50:44 EET,Tweet,0,0,https://twitter.com/PSkipperEL/status/1122981567373221889,@vaeresteder @udsatte Tak😀,PSkipperEL,,,,,-426.0
Pernille Skipper,PSkipperEL,62568,2019-04-29 20:05:26 EET,Tweet,0,0,https://twitter.com/PSkipperEL/status/1122924868469710848,@vaeresteder @udsatte Det håber jeg også. Vi har haft øje på det et år tid med samråd og spørgsmål. I må meget gerne byde ind med jeres synspunkter i en henvendelse til socialudvalget eksempelvis. Eller en mail til mig. Så kan vi inddrage det i samrådet.,PSkipperEL,,,,,-426.0
Pernille Skipper,PSkipperEL,62458,2019-04-27 21:25:39 EET,Tweet,6,0,https://twitter.com/PSkipperEL/status/1122220281131601922,@hansersej Fair👍,PSkipperEL,,,,,-36.0
Pernille Skipper,PSkipperEL,62458,2019-04-27 21:10:49 EET,Tweet,14,0,https://twitter.com/PSkipperEL/status/1122216547513139206,"@hansersej Okay, fair. Det undrede mig dog virkelig, at du videreformidler det i et offentligt forum uden at angive, hvor rygtet kommer fra. Du har jo masser af kontakter på venstrefløjen, du kunne gå til først. Eller høre dem, der spekulerer i det, om de har noget at bakke det op med.",PSkipperEL,,,,,-15.428571428571429
Pernille Skipper,PSkipperEL,62458,2019-04-27 20:09:36 EET,Tweet,803,96,https://twitter.com/PSkipperEL/status/1122201143143227392,"RT @chrbennike: Ved vi helt konkret, hvordan Starm Kurs har tænkt sig at internere og etnisk udrense hundredetusindvis af mennesker? For de…",PSkipperEL,,,,,4.162037037037037
Pernille Skipper,PSkipperEL,62458,2019-04-27 20:09:10 EET,Tweet,34,0,https://twitter.com/PSkipperEL/status/1122201035198599169,@hansersej Det var da en langt ude påstand. Hvem har sagt det? Hvem er den “del”?,PSkipperEL,,,,,-6.352941176470588
Pernille Skipper,PSkipperEL,62458,2019-04-27 20:05:03 EET,Tweet,87,5,https://twitter.com/PSkipperEL/status/1122199996076630018,"RT @JKarpantschof: Der er ikke sjovt længere, men derimod uhyggeligt at et racistisk 'parti' hvis eneste eksistensgrundlag går at dæmoniser…",PSkipperEL,,,,,-2.347826086956522
Pernille Skipper,PSkipperEL,62458,2019-04-27 15:19:03 EET,Tweet,160,7,https://twitter.com/PSkipperEL/status/1122128021723463680,"Kære @uffeelbaek og vennerne i @alternativet_. Jeg håber, at I har et dejligt landsmøde. Glæder mig til valgkamp og mange andre vigtige projekter sammen med jer❤️💚 #dkpol",PSkipperEL,,,,,-1.2934131736526946
Pernille Skipper,PSkipperEL,62407,2019-04-26 21:01:47 EET,Tweet,39,1,https://twitter.com/PSkipperEL/status/1121851884988502016,"@pelledragsted Hold så det kamera stille, mand🤦🏽‍♀️",PSkipperEL,,,,,-5.475
Pernille Skipper,PSkipperEL,62407,2019-04-26 15:46:10 EET,Link,95,24,https://twitter.com/PSkipperEL/status/1121772459987021824,"Venstre lægger sten i vejen for borgerforslaget om ny klimalov. De siger de er grønne, men obstruerer processen, når der skal handles https://politiken.dk/indland/politik/art7160469/Venstre-f #dkgreen #dkpol",PSkipperEL,https://politiken.dk/indland/politik/art7160469/Venstre-f,https://politiken.dk/indland/politik/art7160469/Venstre-f%C3%A5r-udskudt-borgerforslag-om-klimalov-efter-at-de-stiller-byge-af-sp%C3%B8rgsm%C3%A5l-for-sentår-udskudt-borgerforslag-om-klimalov-efter-at-de-stiller-byge-af-spørgsmål-for-sent,,,-1.4621848739495797
