Account,User Name,Followers at Posting,Created,Type,Likes,Retweets,URL,Message,Screen Name,Link 1,Final Link 1,Link 2,Final Link 2,Score
Ulla Tørnæs,Ulla_Tornaes,6637,2019-04-25 16:11:10 EET,Link,22,4,https://twitter.com/Ulla_Tornaes/status/1121416362327461888,"Stort tillykke til Johanne Schmidt-Nielsen og @redbarnetdk Jeg glæder mig til samarbejdet - og til vores fælles kamp for at sikre børns rettigheder i udviklingslandene, herunder ikke mindst et stop for børneægteskaber #dkaid #dkpol https://twitter.com/redbarnetdk/status/1121393247627116545",Ulla_Tornaes,https://twitter.com/redbarnetdk/status/1121393247627116545,https://twitter.com/redbarnetdk/status/1121393247627116545,,,-1.5769230769230769
Ulla Tørnæs,Ulla_Tornaes,6633,2019-04-24 19:04:37 EET,Link,21,2,https://twitter.com/Ulla_Tornaes/status/1121097625032380416,"Tak for et godt og tæt samarbejde, @christianfbach, og for din store indsats for at hjælpe mennesker i nød og på flugt fra krig, konflikt og katastrofer. God vind på din videre færd #dkaid #dkpol https://jyllands-posten.dk/indland/ECE11337689/dansk-flygtningehjaelp-har-fyret-sin-generalsekretaer/",Ulla_Tornaes,https://jyllands-posten.dk/indland/ECE11337689/dansk-flygtningehjaelp-har-fyret-sin-generalsekretaer/,https://jyllands-posten.dk/indland/ECE11337689/dansk-flygtningehjaelp-har-fyret-sin-generalsekretaer/,,,-1.7826086956521738
Ulla Tørnæs,Ulla_Tornaes,6562,2019-04-12 16:58:05 EET,Photo,26,15,https://twitter.com/Ulla_Tornaes/status/1116717128772718595,Great discussions today w P4G Board on how to advance & scale @P4Gpartnerships for #SustainableDevelopment. Important contribution to unlock #SDG17 & build momentum in the lead up to UNSG #ClimateActionSummit 🌱 @WorldResources @IFC_org @wef @c40cities @gggi_hq https://t.co/AVTU8rPOiv,Ulla_Tornaes,https://t.co/AVTU8rPOiv,https://twitter.com/Ulla_Tornaes/status/1116717128772718595/photo/1,,,-1.3658536585365855
Ulla Tørnæs,Ulla_Tornaes,6562,2019-04-12 14:58:44 EET,Photo,32,15,https://twitter.com/Ulla_Tornaes/status/1116687093856657408,"Education is key to achieve the #SDGs & #DK is strongly committed to invest in education in developing countries #IFFEd provides a unique opportunity to use innovative finance in education & to use resources more effectively, maximizing the impact of our investments #dkaid #dkpol https://t.co/Lrj2jlThc5",Ulla_Tornaes,https://t.co/Lrj2jlThc5,https://twitter.com/Ulla_Tornaes/status/1116687093856657408/photo/1,,,-1.1914893617021276
Ulla Tørnæs,Ulla_Tornaes,6542,2019-04-11 23:14:12 EET,Tweet,25,7,https://twitter.com/Ulla_Tornaes/status/1116449390753918981,RT @Ulla_Tornaes: #DK is working with the @WorldBank & @_AfricanUnion to build a digital economy through the ambitious #MoonshotForAfrica p…,Ulla_Tornaes,,,,,-1.15625
Ulla Tørnæs,Ulla_Tornaes,6542,2019-04-11 22:59:28 EET,Photo,25,7,https://twitter.com/Ulla_Tornaes/status/1116445686348820480,"#DK is working with the @WorldBank & @_AfricanUnion to build a digital economy through the ambitious #MoonshotForAfrica project. Every African individual, business and government should be digitally enabled by 2030 #WBGMeetings #dkaid #dkpol #DenmarkinUSA #DigitalAfrica https://t.co/rVjcVCNTp0",Ulla_Tornaes,https://t.co/rVjcVCNTp0,https://twitter.com/Ulla_Tornaes/status/1116445686348820480/photo/1,,,-1.78125
Ulla Tørnæs,Ulla_Tornaes,6530,2019-04-10 16:03:41 EET,Link,9,1,https://twitter.com/Ulla_Tornaes/status/1115978661117792257,"Nye OECD-tal viser, at #DK igen er ét blandt kun fem vestlige lande, der leverer på FN-målet om en udviklingsbistand på 0,7% af BNI. Vores stramme udlændingepolitik betyder styrket indsats i nærområderne og forebyggelse af irregulær migration #dkpol #dkaid http://um.dk/da/nyheder-fra-udenrigsministeriet/newsdisplaypage/?newsid=05726137-91f5-4439-8c06-c3c9041fcd1c",Ulla_Tornaes,http://um.dk/da/nyheder-fra-udenrigsministeriet/newsdisplaypage/?newsid=05726137-91f5-4439-8c06-c3c9041fcd1c,http://um.dk/da/nyheder-fra-udenrigsministeriet/newsdisplaypage/?newsid=05726137-91f5-4439-8c06-c3c9041fcd1c,,,-4.3
Ulla Tørnæs,Ulla_Tornaes,6530,2019-04-10 12:55:48 EET,Link,14,4,https://twitter.com/Ulla_Tornaes/status/1115931378401542144,"Landet i #Washington, hvor jeg skal deltage i @WorldBank's forårsmøder. Beskeden til Trumps ny mand i Verdensbanken @DavidMalpassWBG er klar: #ligestilling og klimaindsatser er afgørende, hvis vi skal skabe udvikling i verdens fattigste lande #dkaid #dkpol http://bit.ly/2D4oz9k https://t.co/07C3UC0Eip",Ulla_Tornaes,https://t.co/07C3UC0Eip,https://twitter.com/Ulla_Tornaes/status/1115931378401542144/photo/1,http://bit.ly/2D4oz9k,http://um.dk/da/nyheder-fra-udenrigsministeriet/NewsDisplayPage/?newsID=34F5DDC4-29C7-4D2F-9546-A01B9F1FF179,-2.388888888888889
Ulla Tørnæs,Ulla_Tornaes,6508,2019-04-09 15:43:49 EET,Tweet,35,16,https://twitter.com/Ulla_Tornaes/status/1115611273415122945,RT @Ulla_Tornaes: Fra 2015 og til i dag er asylstrømmen til Danmark raslet ned. Derfor kan vi i dag hjælpe mange flere flygtninge i nærområ…,Ulla_Tornaes,,,,,1.3783783783783783
Ulla Tørnæs,Ulla_Tornaes,6508,2019-04-09 15:31:45 EET,Link,35,16,https://twitter.com/Ulla_Tornaes/status/1115608237196189697,Fra 2015 og til i dag er asylstrømmen til Danmark raslet ned. Derfor kan vi i dag hjælpe mange flere flygtninge i nærområderne. Med Mette Frederiksen og @Spolitik ved roret vil vi sætte den udvikling i stå #dkpol #dkaid https://www.jv.dk/indland/Venstre-53300-flere-asylansoegere-med-roed-politik/artikel/2704548,Ulla_Tornaes,https://www.jv.dk/indland/Venstre-53300-flere-asylansoegere-med-roed-politik/artikel/2704548,https://www.jv.dk/indland/Venstre-53300-flere-asylansoegere-med-roed-politik/artikel/2704548,,,1.186046511627907
